"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","T1.propAc","T2.propAc","T3Plus.propAc","T4Plus.propAc","Director.propAc","Matcher.propAc"
531,"D12_TT_Coded.eaf","D12","Visual",0,15,5,5,TRUE,1401318,1437141,"Ga0 Tu15 Ta5 {2 3 *5*} Ch5",1415545,2,"Director",1,"T1",1402405,1408608,6203,"Visual",1402405,1408608,6203,"X","Visual D12 0 15","multi","D12 2","Visual 5","Visual multi D12 1402405 1408608",34736,0,NA,NA,0,0,NA
532,"D12_TT_Coded.eaf","D12","Visual",1,0,7,7,TRUE,1415545,1447864,"Ga1 Tu0 Ta7 {*7* 2 3} Ch7",1449092,1,"Director",1,"T1",1443743,1447432,3689,"Visual",1443743,1447432,3689,"X","Visual D12 1 0","multi","D12 1","Visual 7","Visual multi D12 1443743 1447432",4121,0,NA,NA,0,0,NA
533,"D12_TT_Coded.eaf","D12","Visual",1,1,1,1,TRUE,1449092,1456620,"Ga1 Tu1 Ta1 {6 4 *1*} Ch1",1457400,2,"Director",1,"T1",1452013,1456216,4203,"Visual",1452013,1456216,4203,"X","Visual D12 1 1","multi","D12 2","Visual 1","Visual multi D12 1452013 1456216",4607,0,NA,NA,0,0,NA
534,"D12_TT_Coded.eaf","D12","Visual",1,2,3,3,TRUE,1457400,1466712,"Ga1 Tu2 Ta3 {4 5 *3*} Ch3",1467484,1,"Director",1,"T1",1458405,1458411,6,"Visual",1458405,1461026,2621,"X","Visual D12 1 2","multi","D12 1","Visual 3","Visual multi D12 1458405 1458411",8307,0,NA,NA,0,0,NA
537,"D12_TT_Coded.eaf","D12","Visual",1,3,8,8,TRUE,1467484,1480131,"Ga1 Tu3 Ta8 {5 *8* 3} Ch8",1478103,2,"Director",1,"T1",1469040,1475824,6784,"Visual",1469040,1475824,6784,"X","Visual D12 1 3","multi","D12 2","Visual 8","Visual multi D12 1469040 1475824",11091,0,NA,NA,0,0,NA
538,"D12_TT_Coded.eaf","D12","Visual",1,4,5,7,FALSE,1478103,1486839,"Ga1 Tu4 Ta5 {*7* 5 6} Ch7",1488411,1,"Director",1,"T1",1481823,1486418,4595,"Visual",1481823,1486418,4595,"X","Visual D12 1 4","multi","D12 1","Visual 5","Visual multi D12 1481823 1486418",5016,0,NA,NA,0,0,NA
539,"D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,2,"Director",1,"T1",1489026,1493823,4797,"Visual",1489026,1493823,4797,"X","Visual D12 1 5","multi","D12 2","Visual 4","Visual multi D12 1489026 1493823",12664,0,0,0,0,0,0
542,"D12_TT_Coded.eaf","D12","Visual",1,6,6,6,TRUE,1503335,1510246,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",1511426,1,"Director",1,"T1",1503202,1509608,6406,"Visual",1503209,1506425,3216,"X","Visual D12 1 6","multi","D12 1","Visual 6","Visual multi D12 1503202 1509608",7044,0,NA,NA,0,0,NA
544,"D12_TT_Coded.eaf","D12","Visual",1,7,2,2,TRUE,1511426,1516698,"Ga1 Tu7 Ta2 {*2* 1 4} Ch2",1515742,2,"Director",1,"T1",1511215,1514026,2811,"Visual",1511215,1514026,2811,"X","Visual D12 1 7","multi","D12 2","Visual 2","Visual multi D12 1511215 1514026",5483,0,NA,NA,0,0,NA
545,"D12_TT_Coded.eaf","D12","Visual",1,8,1,7,FALSE,1515742,1526454,"Ga1 Tu8 Ta1 {1 *7* 2} Ch7",1526521,1,"Director",1,"T1",1517837,1524823,6986,"Visual",1517864,1519039,1175,"X","Visual D12 1 8","multi","D12 1","Visual 1","Visual multi D12 1517837 1524823",8617,0,NA,NA,0,0,NA
547,"D12_TT_Coded.eaf","D12","Visual",1,9,5,5,TRUE,1526521,1544224,"Ga1 Tu9 Ta5 {2 3 *5*} Ch5",1544285,2,"Director",1,"T1",1529215,1542620,13405,"Visual",1529215,1542620,13405,"X","Visual D12 1 9","multi","D12 2","Visual 5","Visual multi D12 1529215 1542620",15009,0,NA,NA,0,0,NA
548,"D12_TT_Coded.eaf","D12","Visual",1,10,2,2,TRUE,1544285,1548173,"Ga1 Tu10 Ta2 {5 1 *2*} Ch2",1548888,1,"Director",1,"T1",1545418,1546621,1203,"Visual",1545418,1546621,1203,"X","Visual D12 1 10","multi","D12 1","Visual 2","Visual multi D12 1545418 1546621",2755,0,NA,NA,0,0,NA
549,"D12_TT_Coded.eaf","D12","Visual",1,11,3,3,TRUE,1548888,1554633,"Ga1 Tu11 Ta3 {8 *3* 4} Ch3",1555141,2,"Director",1,"T1",1551013,1552621,1608,"Visual",1551013,1552621,1608,"X","Visual D12 1 11","multi","D12 2","Visual 3","Visual multi D12 1551013 1552621",3620,0,NA,NA,0,0,NA
550,"D12_TT_Coded.eaf","D12","Visual",1,12,8,8,TRUE,1555141,1561389,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",1562064,1,"Director",1,"T1",1555837,1560620,4783,"Visual",1555837,1560620,4783,"X","Visual D12 1 12","multi","D12 1","Visual 8","Visual multi D12 1555837 1560620",5552,0,NA,NA,0,0,NA
551,"D12_TT_Coded.eaf","D12","Visual",1,13,6,6,TRUE,1562064,1569343,"Ga1 Tu13 Ta6 {*6* 7 8} Ch6",1568997,2,"Director",1,"T1",1562621,1567823,5202,"Visual",1562593,1564620,2027,"X","Visual D12 1 13","multi","D12 2","Visual 6","Visual multi D12 1562621 1567823",6722,0,NA,NA,0,0,NA
553,"D12_TT_Coded.eaf","D12","Visual",1,14,4,4,TRUE,1568997,1576172,"Ga1 Tu14 Ta4 {6 5 *4*} Ch4",1576671,1,"Director",1,"T1",1570621,1575418,4797,"Visual",1570621,1575418,4797,"X","Visual D12 1 14","multi","D12 1","Visual 4","Visual multi D12 1570621 1575418",5551,0,NA,NA,0,0,NA
554,"D12_TT_Coded.eaf","D12","Visual",1,15,7,7,TRUE,1576671,1584895,"Ga1 Tu15 Ta7 {8 *7* 3} Ch7",1589804,2,"Director",1,"T1",1578026,1584026,6000,"Visual",1578033,1579614,1581,"X","Visual D12 1 15","multi","D12 2","Visual 7","Visual multi D12 1578026 1584026",6869,0,NA,NA,0,0,NA
556,"D12_TT_Coded.eaf","D12","Visual",2,0,8,8,TRUE,1589804,1596380,"Ga2 Tu0 Ta8 {1 *8* 6} Ch8",1597582,1,"Director",1,"T1",1591202,1596391,5189,"Visual",1591202,1596391,5189,"X","Visual D12 2 0","multi","D12 1","Visual 8","Visual multi D12 1591202 1596391",5178,0,NA,NA,0,0,NA
557,"D12_TT_Coded.eaf","D12","Visual",2,1,6,6,TRUE,1597582,1603686,"Ga2 Tu1 Ta6 {*6* 7 8} Ch6",1600708,2,"Director",1,"T1",1597418,1599418,2000,"Visual",1597418,1599418,2000,"X","Visual D12 2 1","multi","D12 2","Visual 6","Visual multi D12 1597418 1599418",6268,0,NA,NA,0,0,NA
558,"D12_TT_Coded.eaf","D12","Visual",2,2,5,7,FALSE,1600708,1619163,"Ga2 Tu2 Ta5 {*7* 5 6} Ch7",1620965,1,"Director",1,"T1",1605228,1618823,13595,"Visual",1605234,1608410,3176,"X","Visual D12 2 2","multi","D12 1","Visual 5","Visual multi D12 1605228 1618823",13935,0,NA,NA,0,0,NA
562,"D12_TT_Coded.eaf","D12","Visual",2,3,4,4,TRUE,1620965,1625925,"Ga2 Tu3 Ta4 {*4* 7 1} Ch4",1625859,2,"Director",1,"T1",1620621,1623418,2797,"Visual",1620621,1623418,2797,"X","Visual D12 2 3","multi","D12 2","Visual 4","Visual multi D12 1620621 1623418",5304,0,NA,NA,0,0,NA
563,"D12_TT_Coded.eaf","D12","Visual",2,4,2,2,TRUE,1625859,1630724,"Ga2 Tu4 Ta2 {5 1 *2*} Ch2",1630653,1,"Director",1,"T1",1626634,1628229,1595,"Visual",1626634,1628229,1595,"X","Visual D12 2 4","multi","D12 1","Visual 2","Visual multi D12 1626634 1628229",4090,0,NA,NA,0,0,NA
564,"D12_TT_Coded.eaf","D12","Visual",2,5,3,3,TRUE,1630653,1644876,"Ga2 Tu5 Ta3 {8 *3* 4} Ch3",1644100,2,"Director",1,"T1",1632013,1633824,1811,"Visual",1632013,1633824,1811,"X","Visual D12 2 5","multi","D12 2","Visual 3","Visual multi D12 1632013 1633824",12863,0,0,NA,0,0,0
567,"D12_TT_Coded.eaf","D12","Visual",2,6,6,6,TRUE,1644100,1648650,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",1649364,1,"Director",1,"T1",1646026,1648026,2000,"Visual",1646026,1648026,2000,"X","Visual D12 2 6","multi","D12 1","Visual 6","Visual multi D12 1646026 1648026",2624,0,NA,NA,0,0,NA
568,"D12_TT_Coded.eaf","D12","Visual",2,7,2,2,TRUE,1649364,1654708,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",1653898,2,"Director",1,"T1",1650431,1652242,1811,"Visual",1650431,1652242,1811,"X","Visual D12 2 7","multi","D12 2","Visual 2","Visual multi D12 1650431 1652242",4277,0,NA,NA,0,0,NA
569,"D12_TT_Coded.eaf","D12","Visual",2,8,4,4,TRUE,1653898,1659490,"Ga2 Tu8 Ta4 {6 5 *4*} Ch4",1660836,1,"Director",1,"T1",1656026,1659215,3189,"Visual",1656026,1659215,3189,"X","Visual D12 2 8","multi","D12 1","Visual 4","Visual multi D12 1656026 1659215",3464,0,NA,NA,0,0,NA
570,"D12_TT_Coded.eaf","D12","Visual",2,9,7,7,TRUE,1660836,1666957,"Ga2 Tu9 Ta7 {8 *7* 3} Ch7",1666330,2,"Director",1,"T1",1661229,1664621,3392,"Visual",1661229,1664621,3392,"X","Visual D12 2 9","multi","D12 2","Visual 7","Visual multi D12 1661229 1664621",5728,0,NA,NA,0,0,NA
571,"D12_TT_Coded.eaf","D12","Visual",2,10,3,3,TRUE,1666330,1673458,"Ga2 Tu10 Ta3 {4 5 *3*} Ch3",1673948,1,"Director",1,"T1",1668026,1671040,3014,"Visual",1668026,1671040,3014,"X","Visual D12 2 10","multi","D12 1","Visual 3","Visual multi D12 1668026 1671040",5432,0,NA,NA,0,0,NA
572,"D12_TT_Coded.eaf","D12","Visual",2,11,8,5,FALSE,1673948,1686755,"Ga2 Tu11 Ta8 {*5* 8 3} Ch5",1686513,2,"Director",1,"T1",1676391,1683229,6838,"Visual",1676391,1683229,6838,"X","Visual D12 2 11","multi","D12 2","Visual 8","Visual multi D12 1676391 1683229",10364,0,NA,NA,0,0,NA
573,"D12_TT_Coded.eaf","D12","Visual",2,12,1,7,FALSE,1686513,1691345,"Ga2 Tu12 Ta1 {1 *7* 2} Ch7",1692387,1,"Director",1,"T1",1687810,1691432,3622,"Visual",1687810,1691432,3622,"X","Visual D12 2 12","multi","D12 1","Visual 1","Visual multi D12 1687810 1691432",3535,0,NA,NA,0,0,NA
574,"D12_TT_Coded.eaf","D12","Visual",2,13,5,3,FALSE,1692387,1699490,"Ga2 Tu13 Ta5 {2 *3* 5} Ch3",1699737,2,"Director",1,"T1",1693046,1696816,3770,"Visual",1693046,1696816,3770,"X","Visual D12 2 13","multi","D12 2","Visual 5","Visual multi D12 1693046 1696816",6444,0,NA,NA,0,0,NA
575,"D12_TT_Coded.eaf","D12","Visual",2,14,7,7,TRUE,1699737,1706209,"Ga2 Tu14 Ta7 {*7* 2 3} Ch7",1707122,1,"Director",1,"T1",1702824,1705824,3000,"Visual",1702824,1705824,3000,"X","Visual D12 2 14","multi","D12 1","Visual 7","Visual multi D12 1702824 1705824",3385,0,NA,NA,0,0,NA
576,"D12_TT_Coded.eaf","D12","Visual",2,15,1,1,TRUE,1707122,1712578,"Ga2 Tu15 Ta1 {6 4 *1*} Ch1",1716112,2,"Director",1,"T1",1707608,1712013,4405,"Visual",1707608,1712013,4405,"X","Visual D12 2 15","multi","D12 2","Visual 1","Visual multi D12 1707608 1712013",4970,0,NA,NA,0,0,NA
577,"D12_TT_Coded.eaf","D12","Visual",3,0,3,3,TRUE,1716112,1721912,"Ga3 Tu0 Ta3 {4 5 *3*} Ch3",1721714,1,"Director",1,"T1",1717039,1720620,3581,"Visual",1717039,1720620,3581,"X","Visual D12 3 0","multi","D12 1","Visual 3","Visual multi D12 1717039 1720620",4873,0,NA,NA,0,0,NA
578,"D12_TT_Coded.eaf","D12","Visual",3,1,8,5,FALSE,1721714,1733809,"Ga3 Tu1 Ta8 {*5* 8 3} Ch5",1739120,2,"Director",1,"T1",1724430,1729038,4608,"Visual",1724430,1729038,4608,"X","Visual D12 3 1","multi","D12 2","Visual 8","Visual multi D12 1724430 1729038",9379,0,NA,NA,0,0,NA
579,"D12_TT_Coded.eaf","D12","Visual",3,2,4,4,TRUE,1739120,1747135,"Ga3 Tu2 Ta4 {6 5 *4*} Ch4",1745673,1,"Director",1,"T1",1736026,1744026,8000,"Visual",1736026,1744026,8000,"X","Visual D12 3 2","multi","D12 1","Visual 4","Visual multi D12 1736026 1744026",11109,0,NA,NA,0,0,NA
580,"D12_TT_Coded.eaf","D12","Visual",3,3,7,7,TRUE,1745673,1753248,"Ga3 Tu3 Ta7 {8 *7* 3} Ch7",1752616,2,"Director",1,"T1",1749026,1751418,2392,"Visual",1749026,1751418,2392,"X","Visual D12 3 3","multi","D12 2","Visual 7","Visual multi D12 1749026 1751418",4222,0,NA,NA,0,0,NA
581,"D12_TT_Coded.eaf","D12","Visual",3,4,6,6,TRUE,1752616,1757199,"Ga3 Tu4 Ta6 {2 *6* 8} Ch6",1757593,1,"Director",1,"T1",1754823,1756229,1406,"Visual",1754823,1756229,1406,"X","Visual D12 3 4","multi","D12 1","Visual 6","Visual multi D12 1754823 1756229",2376,0,NA,NA,0,0,NA
582,"D12_TT_Coded.eaf","D12","Visual",3,5,2,2,TRUE,1757593,1762264,"Ga3 Tu5 Ta2 {*2* 1 4} Ch2",1762391,2,"Director",1,"T1",1758019,1761019,3000,"Visual",1758019,1761019,3000,"X","Visual D12 3 5","multi","D12 2","Visual 2","Visual multi D12 1758019 1761019",4245,0,NA,NA,0,0,NA
583,"D12_TT_Coded.eaf","D12","Visual",3,6,8,8,TRUE,1762391,1768455,"Ga3 Tu6 Ta8 {1 *8* 6} Ch8",1768784,1,"Director",1,"T1",1763405,1767229,3824,"Visual",1763405,1767229,3824,"X","Visual D12 3 6","multi","D12 1","Visual 8","Visual multi D12 1763405 1767229",5050,0,NA,NA,0,0,NA
584,"D12_TT_Coded.eaf","D12","Visual",3,7,3,3,TRUE,1768784,1777959,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",1775383,2,"Director",1,"T1",1770040,1774013,3973,"Visual",1770040,1774013,3973,"X","Visual D12 3 7","multi","D12 2","Visual 3","Visual multi D12 1770040 1774013",7919,0,NA,NA,0,0,NA
585,"D12_TT_Coded.eaf","D12","Visual",3,8,2,2,TRUE,1775383,1780870,"Ga3 Tu8 Ta2 {5 1 *2*} Ch2",1782399,1,"Director",1,"T1",1778810,1781027,2217,"Visual",1778810,1781027,2217,"X","Visual D12 3 8","multi","D12 1","Visual 2","Visual multi D12 1778810 1781027",2060,0,NA,NA,0,0,NA
586,"D12_TT_Coded.eaf","D12","Visual",3,9,6,6,TRUE,1782399,1786304,"Ga3 Tu9 Ta6 {*6* 7 8} Ch6",1785222,2,"Director",1,"T1",1782019,1784019,2000,"Visual",1782019,1784019,2000,"X","Visual D12 3 9","multi","D12 2","Visual 6","Visual multi D12 1782019 1784019",4285,0,NA,NA,0,0,NA
587,"D12_TT_Coded.eaf","D12","Visual",3,10,5,7,FALSE,1785222,1791022,"Ga3 Tu10 Ta5 {*7* 5 6} Ch7",1794079,1,"Director",1,"T1",1787607,1791634,4027,"Visual",1787607,1791634,4027,"X","Visual D12 3 10","multi","D12 1","Visual 5","Visual multi D12 1787607 1791634",3415,0,NA,NA,0,0,NA
588,"D12_TT_Coded.eaf","D12","Visual",3,11,4,4,TRUE,1794079,1799575,"Ga3 Tu11 Ta4 {*4* 7 1} Ch4",1801118,2,"Director",1,"T1",1792431,1798026,5595,"Visual",1792431,1798026,5595,"X","Visual D12 3 11","multi","D12 2","Visual 4","Visual multi D12 1792431 1798026",7144,0,NA,NA,0,0,NA
589,"D12_TT_Coded.eaf","D12","Visual",3,12,1,7,FALSE,1801118,1807710,"Ga3 Tu12 Ta1 {1 *7* 2} Ch7",1806710,1,"Director",1,"T1",1800613,1805424,4811,"Visual",1800613,1805424,4811,"X","Visual D12 3 12","multi","D12 1","Visual 1","Visual multi D12 1800613 1805424",7097,0,NA,NA,0,0,NA
590,"D12_TT_Coded.eaf","D12","Visual",3,13,5,5,TRUE,1806710,1821990,"Ga3 Tu13 Ta5 {2 3 *5*} Ch5",1822253,2,"Director",1,"T1",1809026,1813026,4000,"Visual",1809026,1813026,4000,"X","Visual D12 3 13","multi","D12 2","Visual 5","Visual multi D12 1809026 1813026",12964,0,0,0,0,0,0
593,"D12_TT_Coded.eaf","D12","Visual",3,14,7,7,TRUE,1822253,1837661,"Ga3 Tu14 Ta7 {*7* 2 3} Ch7",1838469,1,"Director",1,"T1",1832216,1837013,4797,"Visual",1832216,1837013,4797,"X","Visual D12 3 14","multi","D12 1","Visual 7","Visual multi D12 1832216 1837013",5445,0,NA,NA,0,0,NA
594,"D12_TT_Coded.eaf","D12","Visual",3,15,1,1,TRUE,1838469,1845765,"Ga3 Tu15 Ta1 {6 4 *1*} Ch1",1845765,2,"Director",1,"T1",1839026,1843418,4392,"Visual",1839026,1843418,4392,"X","Visual D12 3 15","multi","D12 2","Visual 1","Visual multi D12 1839026 1843418",6739,0,NA,NA,0,0,NA
921,"D15_TT_Coded.eaf","D15","Visual",0,0,7,7,TRUE,40464,54143,"Ga0 Tu0 Ta7 {*7* 2 3} Ch7",152275,1,"Director",1,"T1",43232,54402,11170,"Visual",43225,54405,11180,"X","Visual D15 0 0","multi","D15 1","Visual 7","Visual multi D15 43232 54402",10911,0,NA,NA,0,0,NA
922,"D15_TT_Coded.eaf","D15","Visual",0,1,1,1,TRUE,152275,171697,"Ga0 Tu1 Ta1 {6 4 *1*} Ch1",173938,2,"Director",1,"T1",158418,171418,13000,"Visual",158390,163026,4636,"X","Visual D15 0 1","multi","D15 2","Visual 1","Visual multi D15 158418 171418",13279,0,NA,NA,0,0,NA
924,"D15_TT_Coded.eaf","D15","Visual",0,2,3,3,TRUE,173938,181977,"Ga0 Tu2 Ta3 {4 5 *3*} Ch3",183745,1,"Director",1,"T1",174621,180621,6000,"Visual",174621,180621,6000,"X","Visual D15 0 2","multi","D15 1","Visual 3","Visual multi D15 174621 180621",7356,0,NA,NA,0,0,NA
925,"D15_TT_Coded.eaf","D15","Visual",0,3,8,5,FALSE,183745,206184,"Ga0 Tu3 Ta8 {*5* 8 3} Ch5",207753,2,"Director",1,"T1",187188,205824,18636,"Visual",187188,195837,8649,"X","Visual D15 0 3","multi","D15 2","Visual 8","Visual multi D15 187188 205824",18996,0,NA,NA,0,0,NA
927,"D15_TT_Coded.eaf","D15","Visual",0,4,5,6,FALSE,207753,232047,"Ga0 Tu4 Ta5 {7 5 *6*} Ch6",233870,1,"Director",1,"T1",208391,228040,19649,"Visual",208391,215216,6825,"X","Visual D15 0 4","multi","D15 1","Visual 5","Visual multi D15 208391 228040",23656,0,NA,NA,0,0,NA
930,"D15_TT_Coded.eaf","D15","Visual",0,5,4,4,TRUE,233870,241910,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",245350,2,"Director",1,"T1",234810,242040,7230,"Visual",234810,242040,7230,"X","Visual D15 0 5","multi","D15 2","Visual 4","Visual multi D15 234810 242040",7100,0,NA,NA,0,0,NA
931,"D15_TT_Coded.eaf","D15","Visual",0,6,6,8,FALSE,245350,257118,"Ga0 Tu6 Ta6 {2 6 *8*} Ch8",258254,1,"Director",1,"T1",244012,255229,11217,"Visual",244012,255229,11217,"X","Visual D15 0 6","multi","D15 1","Visual 6","Visual multi D15 244012 255229",13106,0,NA,NA,0,0,NA
932,"D15_TT_Coded.eaf","D15","Visual",0,7,2,2,TRUE,258254,265421,"Ga0 Tu7 Ta2 {*2* 1 4} Ch2",267981,2,"Director",1,"T1",260026,265621,5595,"Visual",260026,265621,5595,"X","Visual D15 0 7","multi","D15 2","Visual 2","Visual multi D15 260026 265621",5395,0,NA,NA,0,0,NA
933,"D15_TT_Coded.eaf","D15","Visual",0,9,5,5,TRUE,274317,283468,"Ga0 Tu9 Ta5 {2 3 *5*} Ch5",284493,2,"Director",1,"T1",275012,283283,8271,"Visual",275012,281228,6216,"X","Visual D15 0 9","multi","D15 2","Visual 5","Visual multi D15 275012 283283",8456,0,NA,NA,0,0,NA
935,"D15_TT_Coded.eaf","D15","Visual",0,10,2,2,TRUE,284493,290284,"Ga0 Tu10 Ta2 {5 1 *2*} Ch2",291628,1,"Director",1,"T1",285039,289039,4000,"Visual",285039,289039,4000,"X","Visual D15 0 10","multi","D15 1","Visual 2","Visual multi D15 285039 289039",5245,0,NA,NA,0,0,NA
936,"D15_TT_Coded.eaf","D15","Visual",0,11,3,3,TRUE,291628,297452,"Ga0 Tu11 Ta3 {8 *3* 4} Ch3",298940,2,"Director",1,"T1",291634,296431,4797,"Visual",291634,296431,4797,"X","Visual D15 0 11","multi","D15 2","Visual 3","Visual multi D15 291634 296431",5818,0,NA,NA,0,0,NA
937,"D15_TT_Coded.eaf","D15","Visual",0,12,8,1,FALSE,298940,307644,"Ga0 Tu12 Ta8 {*1* 8 6} Ch1",308899,1,"Director",1,"T1",300027,306837,6810,"Visual",300027,306837,6810,"X","Visual D15 0 12","multi","D15 1","Visual 8","Visual multi D15 300027 306837",7617,0,NA,NA,0,0,NA
938,"D15_TT_Coded.eaf","D15","Visual",0,13,6,6,TRUE,308899,318420,"Ga0 Tu13 Ta6 {*6* 7 8} Ch6",319539,2,"Director",1,"T1",309242,318242,9000,"Visual",309242,318242,9000,"C","Visual D15 0 13","multi","D15 2","Visual 6","Visual multi D15 309242 318242",9178,0,NA,NA,0,0,NA
939,"D15_TT_Coded.eaf","D15","Visual",0,14,4,4,TRUE,319539,325548,"Ga0 Tu14 Ta4 {6 5 *4*} Ch4",326347,1,"Director",1,"T1",320824,325620,4796,"Visual",320824,325620,4796,"X","Visual D15 0 14","multi","D15 1","Visual 4","Visual multi D15 320824 325620",4724,0,NA,NA,0,0,NA
940,"D15_TT_Coded.eaf","D15","Visual",0,15,7,7,TRUE,326347,342499,"Ga0 Tu15 Ta7 {8 *7* 3} Ch7",355010,2,"Director",1,"T1",328418,342040,13622,"Visual",328418,342040,13622,"X","Visual D15 0 15","multi","D15 2","Visual 7","Visual multi D15 328418 342040",14081,0,NA,NA,0,0,NA
941,"D15_TT_Coded.eaf","D15","Visual",1,0,8,8,TRUE,355010,363098,"Ga1 Tu0 Ta8 {1 *8* 6} Ch8",364265,1,"Director",1,"T1",352823,360418,7595,"Visual",352823,360418,7595,"X","Visual D15 1 0","multi","D15 1","Visual 8","Visual multi D15 352823 360418",10275,0,NA,NA,0,0,NA
942,"D15_TT_Coded.eaf","D15","Visual",1,1,6,6,TRUE,364265,371081,"Ga1 Tu1 Ta6 {*6* 7 8} Ch6",373537,2,"Director",1,"T1",365445,371621,6176,"Visual",365445,371621,6176,"X","Visual D15 1 1","multi","D15 2","Visual 6","Visual multi D15 365445 371621",5636,0,NA,NA,0,0,NA
943,"D15_TT_Coded.eaf","D15","Visual",1,2,5,7,FALSE,373537,385170,"Ga1 Tu2 Ta5 {*7* 5 6} Ch7",386337,1,"Director",1,"T1",373202,383621,10419,"Visual",373202,383621,10419,"X","Visual D15 1 2","multi","D15 1","Visual 5","Visual multi D15 373202 383621",11968,0,NA,NA,0,0,NA
944,"D15_TT_Coded.eaf","D15","Visual",1,3,4,4,TRUE,386337,392152,"Ga1 Tu3 Ta4 {*4* 7 1} Ch4",394048,2,"Director",1,"T1",387445,392445,5000,"Visual",387445,392445,5000,"X","Visual D15 1 3","multi","D15 2","Visual 4","Visual multi D15 387445 392445",4707,0,NA,NA,0,0,NA
945,"D15_TT_Coded.eaf","D15","Visual",1,4,2,2,TRUE,394048,399425,"Ga1 Tu4 Ta2 {5 1 *2*} Ch2",399823,1,"Director",1,"T1",393620,397026,3406,"Visual",393620,397026,3406,"X","Visual D15 1 4","multi","D15 1","Visual 2","Visual multi D15 393620 397026",5805,0,NA,NA,0,0,NA
946,"D15_TT_Coded.eaf","D15","Visual",1,5,3,3,TRUE,399823,406631,"Ga1 Tu5 Ta3 {8 *3* 4} Ch3",407904,2,"Director",1,"T1",401418,406026,4608,"Visual",401418,406026,4608,"X","Visual D15 1 5","multi","D15 2","Visual 3","Visual multi D15 401418 406026",5213,0,NA,NA,0,0,NA
947,"D15_TT_Coded.eaf","D15","Visual",1,6,6,6,TRUE,407904,413888,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",415504,1,"Director",1,"T1",409418,414445,5027,"Visual",409418,414445,5027,"X","Visual D15 1 6","multi","D15 1","Visual 6","Visual multi D15 409418 414445",4470,0,NA,NA,0,0,NA
948,"D15_TT_Coded.eaf","D15","Visual",1,8,4,4,TRUE,421351,428031,"Ga1 Tu8 Ta4 {6 5 *4*} Ch4",428862,1,"Director",1,"T1",424607,427837,3230,"Visual",424607,427837,3230,"X","Visual D15 1 8","multi","D15 1","Visual 4","Visual multi D15 424607 427837",3424,0,NA,NA,0,0,NA
949,"D15_TT_Coded.eaf","D15","Visual",1,9,7,7,TRUE,428862,436982,"Ga1 Tu9 Ta7 {8 *7* 3} Ch7",438823,2,"Director",1,"T1",429824,437634,7810,"Visual",429824,437634,7810,"X","Visual D15 1 9","multi","D15 2","Visual 7","Visual multi D15 429824 437634",7158,0,NA,NA,0,0,NA
950,"D15_TT_Coded.eaf","D15","Visual",1,10,3,3,TRUE,438823,443687,"Ga1 Tu10 Ta3 {4 5 *3*} Ch3",443965,1,"Director",1,"T1",439026,440837,1811,"Visual",439026,440837,1811,"X","Visual D15 1 10","multi","D15 1","Visual 3","Visual multi D15 439026 440837",4661,0,NA,NA,0,0,NA
951,"D15_TT_Coded.eaf","D15","Visual",1,11,8,8,TRUE,443965,454405,"Ga1 Tu11 Ta8 {5 *8* 3} Ch8",455614,2,"Director",1,"T1",445012,453620,8608,"Visual",445012,453620,8608,"X","Visual D15 1 11","multi","D15 2","Visual 8","Visual multi D15 445012 453620",9393,0,NA,NA,0,0,NA
952,"D15_TT_Coded.eaf","D15","Visual",1,12,1,1,TRUE,455614,460014,"Ga1 Tu12 Ta1 {*1* 7 2} Ch1",461109,1,"Director",1,"T1",455837,460228,4391,"Visual",455837,460228,4391,"X","Visual D15 1 12","multi","D15 1","Visual 1","Visual multi D15 455837 460228",4177,0,NA,NA,0,0,NA
953,"D15_TT_Coded.eaf","D15","Visual",1,13,5,5,TRUE,461109,465892,"Ga1 Tu13 Ta5 {2 3 *5*} Ch5",467870,2,"Director",1,"T1",461621,466418,4797,"Visual",461621,466418,4797,"X","Visual D15 1 13","multi","D15 2","Visual 5","Visual multi D15 461621 466418",4271,0,NA,NA,0,0,NA
954,"D15_TT_Coded.eaf","D15","Visual",1,14,7,7,TRUE,467870,478910,"Ga1 Tu14 Ta7 {*7* 2 3} Ch7",479404,1,"Director",1,"T1",467418,475418,8000,"Visual",467418,475418,8000,"X","Visual D15 1 14","multi","D15 1","Visual 7","Visual multi D15 467418 475418",11492,0,NA,NA,0,0,NA
