"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","T1.propAc","T2.propAc","T3Plus.propAc","T4Plus.propAc","Director.propAc","Matcher.propAc"
1605,"D18_TT_Coded.eaf","D18","Visual",0,5,2,1,FALSE,764161,789297,"Ga0 Tu5 Ta2 {2 *1* 4} Ch1",773578,2,"Director",1,"T1",767000,769027,2027,"Visual",767000,769027,2027,"X","Visual D18 0 5","multi","D18 2","Visual 2","Visual multi D18 767000 769027",22297,0.442519251925193,0,NA,0.442519251925193,0.442519251925193,0
1610,"D18_TT_Coded.eaf","D18","Visual",0,6,8,8,TRUE,773578,791041,"Ga0 Tu6 Ta8 {1 *8* 6} Ch8",826760,2,"Matcher",1,"T3",779026,780824,1798,"Visual",779026,780824,1798,"X","Visual D18 0 6","multi","D18 2","Visual 8","Visual multi D18 779026 780824",12015,NA,NA,0,0,0,0.436363636363636
1615,"D18_TT_Coded.eaf","D18","Visual",0,7,3,3,TRUE,826760,844615,"Ga0 Tu7 Ta3 {8 *3* 4} Ch3",844415,2,"Director",1,"T1",832824,839837,7013,"Visual",832824,839837,7013,"X","Visual D18 0 7","multi","D18 2","Visual 3","Visual multi D18 832824 839837",11791,0,NA,NA,0,0,NA
1616,"D18_TT_Coded.eaf","D18","Visual",0,8,2,2,TRUE,844415,858727,"Ga0 Tu8 Ta2 {5 1 *2*} Ch2",859207,1,"Director",1,"T1",847216,854027,6811,"Visual",847216,854027,6811,"X","Visual D18 0 8","multi","D18 1","Visual 2","Visual multi D18 847216 854027",11511,0,0.37212449255751,NA,0,0,0.37212449255751
1619,"D18_TT_Coded.eaf","D18","Visual",0,9,6,6,TRUE,859207,871687,"Ga0 Tu9 Ta6 {*6* 7 8} Ch6",870766,2,"Director",1,"T1",861837,868837,7000,"Visual",861837,868837,7000,"X","Visual D18 0 9","multi","D18 2","Visual 6","Visual multi D18 861837 868837",9850,0,NA,NA,0,0,NA
1620,"D18_TT_Coded.eaf","D18","Visual",0,10,5,5,TRUE,870766,883334,"Ga0 Tu10 Ta5 {7 *5* 6} Ch5",886311,1,"Director",1,"T1",873432,883418,9986,"Visual",873432,883418,9986,"X","Visual D18 0 10","multi","D18 1","Visual 5","Visual multi D18 873432 883418",9902,0,NA,NA,0,0,NA
1621,"D18_TT_Coded.eaf","D18","Visual",0,11,4,4,TRUE,886311,890038,"Ga0 Tu11 Ta4 {*4* 7 1} Ch4",890981,2,"Director",1,"T1",885026,888824,3798,"Visual",885026,888824,3798,"X","Visual D18 0 11","multi","D18 2","Visual 4","Visual multi D18 885026 888824",5012,0,NA,NA,0,0,NA
1622,"D18_TT_Coded.eaf","D18","Visual",0,12,1,7,FALSE,890981,993851,"Ga0 Tu12 Ta1 {1 *7* 2} Ch7",921022,1,"Director",1,"T1",891431,895823,4392,"Visual",891431,895823,4392,"X","Visual D18 0 12","multi","D18 1","Visual 1","Visual multi D18 891431 895823",102420,0.241290100034495,0,0,0.143870835047306,0.143870835047306,0
1630,"D18_TT_Coded.eaf","D18","Visual",0,13,5,5,TRUE,990869,1002789,"Ga0 Tu13 Ta5 {2 3 *5*} Ch5",1003642,2,"Director",1,"T1",996634,1002242,5608,"Visual",996634,1002242,5608,"X","Visual D18 0 13","multi","D18 2","Visual 5","Visual multi D18 996634 1002242",6155,0,NA,NA,0,0,NA
1631,"D18_TT_Coded.eaf","D18","Visual",0,14,7,7,TRUE,1003642,1021290,"Ga0 Tu14 Ta7 {*7* 2 3} Ch7",1022516,1,"Director",1,"T1",1004026,1019459,15433,"Visual",1004026,1019459,15433,"X","Visual D18 0 14","multi","D18 1","Visual 7","Visual multi D18 1004026 1019459",17264,0,NA,NA,0,0,NA
1632,"D18_TT_Coded.eaf","D18","Visual",0,15,1,1,TRUE,1022516,1031579,"Ga0 Tu15 Ta1 {6 4 *1*} Ch1",1037049,2,"Director",1,"T1",1023418,1026039,2621,"Visual",1023418,1026039,2621,"X","Visual D18 0 15","multi","D18 2","Visual 1","Visual multi D18 1023418 1026039",8161,0.215195632393085,NA,NA,0,0,0.357160835640574
1635,"D18_TT_Coded.eaf","D18","Visual",1,0,2,2,TRUE,1037049,1042137,"Ga1 Tu0 Ta2 {5 1 *2*} Ch2",1042515,1,"Director",1,"T1",1037013,1041027,4014,"Visual",1037013,1041027,4014,"X","Visual D18 1 0","multi","D18 1","Visual 2","Visual multi D18 1037013 1041027",5124,0,NA,NA,0,0,NA
1636,"D18_TT_Coded.eaf","D18","Visual",1,1,3,3,TRUE,1042515,1051051,"Ga1 Tu1 Ta3 {8 *3* 4} Ch3",1051617,2,"Director",1,"T1",1044999,1049620,4621,"Visual",1045000,1047405,2405,"X","Visual D18 1 1","multi","D18 2","Visual 3","Visual multi D18 1044999 1049620",6052,0,NA,NA,0,0,NA
1638,"D18_TT_Coded.eaf","D18","Visual",1,2,7,7,TRUE,1051617,1056657,"Ga1 Tu2 Ta7 {*7* 2 3} Ch7",1058042,1,"Director",1,"T1",1052418,1056040,3622,"Visual",1052418,1056040,3622,"X","Visual D18 1 2","multi","D18 1","Visual 7","Visual multi D18 1052418 1056040",4239,0,NA,NA,0,0,NA
1639,"D18_TT_Coded.eaf","D18","Visual",1,3,1,1,TRUE,1058042,1061146,"Ga1 Tu3 Ta1 {6 4 *1*} Ch1",1061896,2,"Director",1,"T1",1058851,1060026,1175,"Visual",1058851,1060026,1175,"X","Visual D18 1 3","multi","D18 2","Visual 1","Visual multi D18 1058851 1060026",2295,0,NA,NA,0,0,NA
1640,"D18_TT_Coded.eaf","D18","Visual",1,4,5,5,TRUE,1061896,1068760,"Ga1 Tu4 Ta5 {7 *5* 6} Ch5",1069866,1,"Director",1,"T1",1063012,1067431,4419,"Visual",1063012,1067431,4419,"X","Visual D18 1 4","multi","D18 1","Visual 5","Visual multi D18 1063012 1067431",5748,0,NA,NA,0,0,NA
1641,"D18_TT_Coded.eaf","D18","Visual",1,5,4,4,TRUE,1069866,1074362,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1073809,2,"Director",1,"T1",1069999,1072608,2609,"Visual",1069999,1072608,2609,"X","Visual D18 1 5","multi","D18 2","Visual 4","Visual multi D18 1069999 1072608",4363,0.430597992143169,NA,NA,0.430597992143169,0.430597992143169,NA
1643,"D18_TT_Coded.eaf","D18","Visual",1,6,3,3,TRUE,1073809,1078728,"Ga1 Tu6 Ta3 {4 5 *3*} Ch3",1080225,1,"Director",1,"T1",1075810,1077242,1432,"Visual",1075810,1077242,1432,"X","Visual D18 1 6","multi","D18 1","Visual 3","Visual multi D18 1075810 1077242",2918,0,NA,NA,0,0,NA
1644,"D18_TT_Coded.eaf","D18","Visual",1,7,8,5,FALSE,1080225,1113458,"Ga1 Tu7 Ta8 {*5* 8 3} Ch5",1115247,2,"Director",1,"T1",1085215,1090431,5216,"Visual",1085215,1090431,5216,"X","Visual D18 1 7","multi","D18 2","Visual 8","Visual multi D18 1085215 1090431",28243,0,0.302744237102086,NA,0,0,0.302744237102086
1649,"D18_TT_Coded.eaf","D18","Visual",1,8,6,6,TRUE,1115247,1133182,"Ga1 Tu8 Ta6 {2 *6* 8} Ch6",1133465,1,"Director",1,"T1",1115418,1127621,12203,"Visual",1115418,1127621,12203,"X","Visual D18 1 8","multi","D18 1","Visual 6","Visual multi D18 1115418 1127621",17764,0,0,NA,0,0,0
1651,"D18_TT_Coded.eaf","D18","Visual",1,9,2,2,TRUE,1133465,1138368,"Ga1 Tu9 Ta2 {*2* 1 4} Ch2",1138919,2,"Director",1,"T1",1135215,1137229,2014,"Visual",1135215,1137229,2014,"X","Visual D18 1 9","multi","D18 2","Visual 2","Visual multi D18 1135215 1137229",3153,0.373950885918558,NA,NA,0.373950885918558,0.373950885918558,NA
1653,"D18_TT_Coded.eaf","D18","Visual",1,10,4,4,TRUE,1138919,1143670,"Ga1 Tu10 Ta4 {6 5 *4*} Ch4",1145648,1,"Director",1,"T1",1139216,1141851,2635,"Visual",1139216,1141851,2635,"X","Visual D18 1 10","multi","D18 1","Visual 4","Visual multi D18 1139216 1141851",4454,0.311111111111111,NA,NA,0.311111111111111,0.311111111111111,NA
1655,"D18_TT_Coded.eaf","D18","Visual",1,11,7,7,TRUE,1145648,1155536,"Ga1 Tu11 Ta7 {8 *7* 3} Ch7",1156886,2,"Director",1,"T1",1146053,1154823,8770,"Visual",1146053,1154823,8770,"X","Visual D18 1 11","multi","D18 2","Visual 7","Visual multi D18 1146053 1154823",9483,0,NA,NA,0,0,NA
1656,"D18_TT_Coded.eaf","D18","Visual",1,12,8,8,TRUE,1156886,1167589,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",1168464,1,"Director",1,"T1",1157824,1165391,7567,"Visual",1157824,1165391,7567,"X","Visual D18 1 12","multi","D18 1","Visual 8","Visual multi D18 1157824 1165391",9765,0.357039680516611,NA,NA,0.357039680516611,0.357039680516611,NA
1659,"D18_TT_Coded.eaf","D18","Visual",1,13,6,6,TRUE,1168464,1172336,"Ga1 Tu13 Ta6 {*6* 7 8} Ch6",1174309,2,"Director",1,"T1",1169215,1172418,3203,"Visual",1169215,1172418,3203,"X","Visual D18 1 13","multi","D18 2","Visual 6","Visual multi D18 1169215 1172418",3121,0.306859987015797,NA,NA,0.306859987015797,0.306859987015797,NA
1661,"D18_TT_Coded.eaf","D18","Visual",1,14,1,1,TRUE,1174309,1177629,"Ga1 Tu14 Ta1 {*1* 7 2} Ch1",1177176,1,"Director",1,"T1",1173634,1176026,2392,"Visual",1173634,1176026,2392,"X","Visual D18 1 14","multi","D18 1","Visual 1","Visual multi D18 1173634 1176026",3995,0,NA,NA,0,0,NA
1662,"D18_TT_Coded.eaf","D18","Visual",1,15,5,5,TRUE,1177176,1183048,"Ga1 Tu15 Ta5 {2 3 *5*} Ch5",1187189,2,"Director",1,"T1",1178621,1182648,4027,"Visual",1178621,1182648,4027,"X","Visual D18 1 15","multi","D18 2","Visual 5","Visual multi D18 1178621 1182648",4427,0,NA,NA,0,0,NA
1663,"D18_TT_Coded.eaf","D18","Visual",2,0,7,7,TRUE,1187189,1197980,"Ga2 Tu0 Ta7 {*7* 2 3} Ch7",1200295,1,"Director",1,"T1",1187215,1192823,5608,"Visual",1187215,1192823,5608,"X","Visual D18 2 0","multi","D18 1","Visual 7","Visual multi D18 1187215 1192823",10765,0,0.432432432432432,0,0,0,0.432432432432432
1668,"D18_TT_Coded.eaf","D18","Visual",2,1,1,1,TRUE,1200295,1205071,"Ga2 Tu1 Ta1 {6 4 *1*} Ch1",1204588,2,"Director",1,"T1",1201810,1203202,1392,"Visual",1201810,1203202,1392,"X","Visual D18 2 1","multi","D18 2","Visual 1","Visual multi D18 1201810 1203202",3261,0,NA,NA,0,0,NA
1669,"D18_TT_Coded.eaf","D18","Visual",2,2,3,3,TRUE,1204588,1208468,"Ga2 Tu2 Ta3 {4 5 *3*} Ch3",1209104,1,"Director",1,"T1",1205823,1207215,1392,"Visual",1205823,1207215,1392,"X","Visual D18 2 2","multi","D18 1","Visual 3","Visual multi D18 1205823 1207215",2645,0,NA,NA,0,0,NA
1670,"D18_TT_Coded.eaf","D18","Visual",2,3,8,5,FALSE,1209104,1216136,"Ga2 Tu3 Ta8 {*5* 8 3} Ch5",1218068,2,"Director",1,"T1",1211013,1215810,4797,"Visual",1211013,1215810,4797,"X","Visual D18 2 3","multi","D18 2","Visual 8","Visual multi D18 1211013 1215810",5123,0,NA,NA,0,0,NA
1671,"D18_TT_Coded.eaf","D18","Visual",2,4,5,7,FALSE,1218068,1240468,"Ga2 Tu4 Ta5 {*7* 5 6} Ch7",1243974,1,"Director",1,"T1",1217012,1222229,5217,"Visual",1217012,1222229,5217,"X","Visual D18 2 4","multi","D18 1","Visual 5","Visual multi D18 1217012 1222229",23456,0,0.30849478390462,0,0,0,0.411931566350501
1683,"D18_TT_Coded.eaf","D18","Visual",2,5,4,4,TRUE,1243974,1246710,"Ga2 Tu5 Ta4 {*4* 7 1} Ch4",1246147,2,"Director",1,"T1",1241621,1244418,2797,"Visual",1241621,1244418,2797,"X","Visual D18 2 5","multi","D18 2","Visual 4","Visual multi D18 1241621 1244418",5089,0.442050668262517,NA,NA,0.442050668262517,0.442050668262517,NA
1686,"D18_TT_Coded.eaf","D18","Visual",2,6,6,6,TRUE,1246147,1253187,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",1254102,1,"Director",1,"T1",1247823,1251621,3798,"Visual",1247823,1251621,3798,"X","Visual D18 2 6","multi","D18 1","Visual 6","Visual multi D18 1247823 1251621",5364,0,NA,NA,0,0,NA
1687,"D18_TT_Coded.eaf","D18","Visual",2,7,2,2,TRUE,1254102,1259230,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",1259899,2,"Director",1,"T1",1255620,1258026,2406,"Visual",1255620,1258026,2406,"X","Visual D18 2 7","multi","D18 2","Visual 2","Visual multi D18 1255620 1258026",3610,0.455532926001358,NA,NA,0.455532926001358,0.455532926001358,NA
1689,"D18_TT_Coded.eaf","D18","Visual",2,8,1,1,TRUE,1259899,1265402,"Ga2 Tu8 Ta1 {*1* 7 2} Ch1",1265670,1,"Director",1,"T1",1260215,1264026,3811,"Visual",1260215,1264026,3811,"X","Visual D18 2 8","multi","D18 1","Visual 1","Visual multi D18 1260215 1264026",5187,0,NA,NA,0,0,NA
1690,"D18_TT_Coded.eaf","D18","Visual",2,9,5,5,TRUE,1265670,1272438,"Ga2 Tu9 Ta5 {2 3 *5*} Ch5",1272306,2,"Director",1,"T1",1266620,1269728,3108,"Visual",1266620,1269728,3108,"X","Visual D18 2 9","multi","D18 2","Visual 5","Visual multi D18 1266620 1269728",5818,0.341106635573458,NA,NA,0.341106635573458,0.341106635573458,NA
1693,"D18_TT_Coded.eaf","D18","Visual",2,10,2,2,TRUE,1272306,1276282,"Ga2 Tu10 Ta2 {5 1 *2*} Ch2",1277222,1,"Director",1,"T1",1273216,1275621,2405,"Visual",1273216,1275621,2405,"X","Visual D18 2 10","multi","D18 1","Visual 2","Visual multi D18 1273216 1275621",3066,0,NA,NA,0,0,NA
1694,"D18_TT_Coded.eaf","D18","Visual",2,11,3,3,TRUE,1277222,1280141,"Ga2 Tu11 Ta3 {8 *3* 4} Ch3",1280210,2,"Director",1,"T1",1277621,1279026,1405,"Visual",1277621,1279026,1405,"X","Visual D18 2 11","multi","D18 2","Visual 3","Visual multi D18 1277621 1279026",2520,0,NA,NA,0,0,NA
1695,"D18_TT_Coded.eaf","D18","Visual",2,12,8,8,TRUE,1280210,1286746,"Ga2 Tu12 Ta8 {1 *8* 6} Ch8",1290661,1,"Director",1,"T1",1281607,1288026,6419,"Visual",1281607,1288026,6419,"X","Visual D18 2 12","multi","D18 1","Visual 8","Visual multi D18 1281607 1288026",5139,0,NA,NA,0,0,NA
1696,"D18_TT_Coded.eaf","D18","Visual",2,13,6,6,TRUE,1290661,1292501,"Ga2 Tu13 Ta6 {*6* 7 8} Ch6",1292810,2,"Director",1,"T1",1288202,1291094,2892,"Visual",1288202,1291094,2892,"X","Visual D18 2 13","multi","D18 2","Visual 6","Visual multi D18 1288202 1291094",4299,0,NA,NA,0,0,NA
1697,"D18_TT_Coded.eaf","D18","Visual",2,14,4,4,TRUE,1292810,1297025,"Ga2 Tu14 Ta4 {6 5 *4*} Ch4",1297757,1,"Director",1,"T1",1293621,1295621,2000,"Visual",1293621,1295621,2000,"X","Visual D18 2 14","multi","D18 1","Visual 4","Visual multi D18 1293621 1295621",3404,0.288509427250089,NA,NA,0.288509427250089,0.288509427250089,NA
1699,"D18_TT_Coded.eaf","D18","Visual",2,15,7,7,TRUE,1297757,1301829,"Ga2 Tu15 Ta7 {8 *7* 3} Ch7",1307225,2,"Director",1,"T1",1298635,1301621,2986,"Visual",1298635,1301621,2986,"X","Visual D18 2 15","multi","D18 2","Visual 7","Visual multi D18 1298635 1301621",3194,0,NA,NA,0,0,NA
1700,"D18_TT_Coded.eaf","D18","Visual",3,0,8,8,TRUE,1307225,1313417,"Ga3 Tu0 Ta8 {1 *8* 6} Ch8",1315749,1,"Director",1,"T1",1307810,1313608,5798,"Visual",1307810,1313608,5798,"X","Visual D18 3 0","multi","D18 1","Visual 8","Visual multi D18 1307810 1313608",5607,0,NA,NA,0,0,NA
1701,"D18_TT_Coded.eaf","D18","Visual",3,1,6,6,TRUE,1315749,1317541,"Ga3 Tu1 Ta6 {*6* 7 8} Ch6",1318649,2,"Director",1,"T1",1314621,1317621,3000,"Visual",1314621,1317621,3000,"X","Visual D18 3 1","multi","D18 2","Visual 6","Visual multi D18 1314621 1317621",2920,0,NA,NA,0,0,NA
1702,"D18_TT_Coded.eaf","D18","Visual",3,2,5,5,TRUE,1318649,1334201,"Ga3 Tu2 Ta5 {7 *5* 6} Ch5",1333885,1,"Director",1,"T1",1318823,1326026,7203,"Visual",1318823,1326026,7203,"X","Visual D18 3 2","multi","D18 1","Visual 5","Visual multi D18 1318823 1326026",15378,0,0.402881271733731,0,0,0,0.391491130820399
1709,"D18_TT_Coded.eaf","D18","Visual",3,3,4,4,TRUE,1333885,1338717,"Ga3 Tu3 Ta4 {*4* 7 1} Ch4",1339697,2,"Director",1,"T1",1336188,1338620,2432,"Visual",1336188,1338620,2432,"X","Visual D18 3 3","multi","D18 2","Visual 4","Visual multi D18 1336188 1338620",2529,0.476764199655766,NA,NA,0.476764199655766,0.476764199655766,NA
1711,"D18_TT_Coded.eaf","D18","Visual",3,4,2,2,TRUE,1339697,1342464,"Ga3 Tu4 Ta2 {5 1 *2*} Ch2",1343796,1,"Director",1,"T1",1339418,1342026,2608,"Visual",1339418,1342026,2608,"X","Visual D18 3 4","multi","D18 1","Visual 2","Visual multi D18 1339418 1342026",3046,0.434027777777778,NA,NA,0.434027777777778,0.434027777777778,NA
1713,"D18_TT_Coded.eaf","D18","Visual",3,5,3,3,TRUE,1343796,1347060,"Ga3 Tu5 Ta3 {8 *3* 4} Ch3",1346944,2,"Director",1,"T1",1343621,1345026,1405,"Visual",1343621,1345026,1405,"X","Visual D18 3 5","multi","D18 2","Visual 3","Visual multi D18 1343621 1345026",3439,0.297148574287144,NA,NA,0.297148574287144,0.297148574287144,NA
1715,"D18_TT_Coded.eaf","D18","Visual",3,6,6,6,TRUE,1346944,1351920,"Ga3 Tu6 Ta6 {2 *6* 8} Ch6",1353588,1,"Director",1,"T1",1348026,1351553,3527,"Visual",1348026,1351553,3527,"X","Visual D18 3 6","multi","D18 1","Visual 6","Visual multi D18 1348026 1351553",3894,0,NA,NA,0,0,NA
1716,"D18_TT_Coded.eaf","D18","Visual",3,7,2,2,TRUE,1353588,1355669,"Ga3 Tu7 Ta2 {*2* 1 4} Ch2",1356624,2,"Director",1,"T1",1352824,1355026,2202,"Visual",1352824,1355026,2202,"X","Visual D18 3 7","multi","D18 2","Visual 2","Visual multi D18 1352824 1355026",2845,0.355763604447045,NA,NA,0.355763604447045,0.355763604447045,NA
1718,"D18_TT_Coded.eaf","D18","Visual",3,8,4,4,TRUE,1356624,1361584,"Ga3 Tu8 Ta4 {6 5 *4*} Ch4",1360116,1,"Director",1,"T1",1356608,1358310,1702,"Visual",1356608,1358310,1702,"X","Visual D18 3 8","multi","D18 1","Visual 4","Visual multi D18 1356608 1358310",4976,0.370096225018505,NA,NA,0.370096225018505,0.370096225018505,NA
1720,"D18_TT_Coded.eaf","D18","Visual",3,9,7,7,TRUE,1360116,1366708,"Ga3 Tu9 Ta7 {8 *7* 3} Ch7",1367776,2,"Director",1,"T1",1362607,1366418,3811,"Visual",1362607,1366418,3811,"X","Visual D18 3 9","multi","D18 2","Visual 7","Visual multi D18 1362607 1366418",4101,0.345751072961373,NA,NA,0.345751072961373,0.345751072961373,NA
1723,"D18_TT_Coded.eaf","D18","Visual",3,10,3,3,TRUE,1367776,1371159,"Ga3 Tu10 Ta3 {4 5 *3*} Ch3",1370532,1,"Director",1,"T1",1367431,1368634,1203,"Visual",1367431,1368634,1203,"X","Visual D18 3 10","multi","D18 1","Visual 3","Visual multi D18 1367431 1368634",3728,0.252330640149161,NA,NA,0.252330640149161,0.252330640149161,NA
1725,"D18_TT_Coded.eaf","D18","Visual",3,11,8,8,TRUE,1370532,1394803,"Ga3 Tu11 Ta8 {5 *8* 3} Ch8",1395575,2,"Director",1,"T1",1373797,1376013,2216,"Visual",1373797,1376013,2216,"X","Visual D18 3 11","multi","D18 2","Visual 8","Visual multi D18 1373797 1376013",21006,0.385809312638581,0.31027397260274,0.372329806348573,0.374939629729005,0.374939629729005,0.31027397260274
1735,"D18_TT_Coded.eaf","D18","Visual",3,12,1,1,TRUE,1395575,1398134,"Ga3 Tu12 Ta1 {*1* 7 2} Ch1",1399427,1,"Director",1,"T1",1395620,1397228,1608,"Visual",1395620,1397228,1608,"X","Visual D18 3 12","multi","D18 1","Visual 1","Visual multi D18 1395620 1397228",2514,0,NA,NA,0,0,NA
1736,"D18_TT_Coded.eaf","D18","Visual",3,13,5,5,TRUE,1399427,1403491,"Ga3 Tu13 Ta5 {2 3 *5*} Ch5",1404733,2,"Director",1,"T1",1399418,1402823,3405,"Acoustic",1399418,1402823,3405,"X","Visual D18 3 13","multi","D18 2","Visual 5","Visual multi D18 1399418 1402823",4073,0.5,NA,NA,0.5,0.5,NA
1738,"D18_TT_Coded.eaf","D18","Visual",3,14,7,7,TRUE,1404733,1409614,"Ga3 Tu14 Ta7 {*7* 2 3} Ch7",1411979,1,"Director",1,"T1",1404823,1408620,3797,"Visual",1404823,1408620,3797,"X","Visual D18 3 14","multi","D18 1","Visual 7","Visual multi D18 1404823 1408620",4791,0.345006037605658,NA,NA,0.345006037605658,0.345006037605658,NA
1740,"D18_TT_Coded.eaf","D18","Visual",3,15,1,1,TRUE,1411979,1414283,"Ga3 Tu15 Ta1 {6 4 *1*} Ch1",1414283,2,"Director",1,"T1",1410823,1412026,1203,"Visual",1410823,1412026,1203,"X","Visual D18 3 15","multi","D18 2","Visual 1","Visual multi D18 1410823 1412026",3460,0.330550918196995,NA,NA,0.330550918196995,0.330550918196995,NA
1742,"D19_TT_Coded.eaf","D19","Visual",0,0,8,8,TRUE,42730,63962,"Ga0 Tu0 Ta8 {1 *8* 6} Ch8",63962,1,"Director",1,"T1",54229,63026,8797,"Visual",54229,63026,8797,"X","Visual D19 0 0","multi","D19 1","Visual 8","Visual multi D19 54229 63026",98482,0,NA,NA,0,0,NA
1744,"D19_TT_Coded.eaf","D19","Visual",0,1,6,6,TRUE,154557,168933,"Ga0 Tu1 Ta6 {*6* 7 8} Ch6",169598,2,"Director",1,"T1",156019,163812,7793,"Visual",156019,163812,7793,"X","Visual D19 0 1","multi","D19 2","Visual 6","Visual multi D19 156019 163812",12914,0,NA,NA,0,0,NA
1745,"D19_TT_Coded.eaf","D19","Visual",0,2,5,5,TRUE,169598,189503,"Ga0 Tu2 Ta5 {7 *5* 6} Ch5",195747,1,"Director",1,"T1",174610,185813,11203,"Visual",174610,185813,11203,"X","Visual D19 0 2","multi","D19 1","Visual 5","Visual multi D19 174610 185813",14893,0,0,NA,0,0,0
1747,"D19_TT_Coded.eaf","D19","Visual",0,3,4,4,TRUE,195747,211579,"Ga0 Tu3 Ta4 {*4* 7 1} Ch4",212101,2,"Director",1,"T1",199801,206824,7023,"Visual",199801,206824,7023,"X","Visual D19 0 3","multi","D19 2","Visual 4","Visual multi D19 199801 206824",11778,0.205003395970115,NA,NA,0.205003395970115,0.205003395970115,NA
1749,"D19_TT_Coded.eaf","D19","Visual",0,4,2,2,TRUE,212101,223429,"Ga0 Tu4 Ta2 {5 1 *2*} Ch2",224642,1,"Director",1,"T1",216399,222399,6000,"Visual",216399,222399,6000,"X","Visual D19 0 4","multi","D19 1","Visual 2","Visual multi D19 216399 222399",7030,0,NA,NA,0,0,NA
1750,"D19_TT_Coded.eaf","D19","Visual",0,5,3,4,FALSE,224642,268297,"Ga0 Tu5 Ta3 {8 3 *4*} Ch4",269460,2,"Director",1,"T1",237425,244422,6997,"Visual",237425,244422,6997,"X","Visual D19 0 5","multi","D19 2","Visual 3","Visual multi D19 237425 244422",30872,0,0,0,0,0,0
1753,"D19_TT_Coded.eaf","D19","Visual",0,6,6,6,TRUE,269460,286155,"Ga0 Tu6 Ta6 {2 *6* 8} Ch6",287384,1,"Director",1,"T1",272620,283418,10798,"Visual",272620,283418,10798,"X","Visual D19 0 6","multi","D19 1","Visual 6","Visual multi D19 272620 283418",13535,0,NA,NA,0,0,NA
1754,"D19_TT_Coded.eaf","D19","Visual",0,7,2,2,TRUE,287384,297479,"Ga0 Tu7 Ta2 {*2* 1 4} Ch2",298628,2,"Director",1,"T1",291430,296620,5190,"Visual",291430,296620,5190,"X","Visual D19 0 7","multi","D19 2","Visual 2","Visual multi D19 291430 296620",6049,0,NA,NA,0,0,NA
1755,"D19_TT_Coded.eaf","D19","Visual",0,8,4,4,TRUE,298628,312587,"Ga0 Tu8 Ta4 {6 5 *4*} Ch4",313663,1,"Director",1,"T1",302026,311242,9216,"Visual",302026,311242,9216,"X","Visual D19 0 8","multi","D19 1","Visual 4","Visual multi D19 302026 311242",10561,0,NA,NA,0,0,NA
1756,"D19_TT_Coded.eaf","D19","Visual",0,9,7,7,TRUE,313663,328527,"Ga0 Tu9 Ta7 {8 *7* 3} Ch7",329290,1,"Matcher",1,"T1",315438,327428,11990,"Visual",315438,327428,11990,"X","Visual D19 0 9","multi","D19 1","Visual 7","Visual multi D19 315438 327428",13089,0,NA,NA,NA,NA,0
1757,"D19_TT_Coded.eaf","D19","Visual",0,10,3,4,FALSE,329290,342139,"Ga0 Tu10 Ta3 {*4* 5 3} Ch4",343134,1,"Director",1,"T1",331621,338823,7202,"Visual",331621,338823,7202,"X","Visual D19 0 10","multi","D19 1","Visual 3","Visual multi D19 331621 338823",10518,0,NA,NA,0,0,NA
1758,"D19_TT_Coded.eaf","D19","Visual",0,11,8,8,TRUE,343134,355926,"Ga0 Tu11 Ta8 {5 *8* 3} Ch8",356090,2,"Director",1,"T1",344631,352618,7987,"Visual",344631,352618,7987,"X","Visual D19 0 11","multi","D19 2","Visual 8","Visual multi D19 344631 352618",11295,0,NA,NA,0,0,NA
1759,"D19_TT_Coded.eaf","D19","Visual",0,12,1,1,TRUE,356090,367129,"Ga0 Tu12 Ta1 {*1* 7 2} Ch1",367965,1,"Director",1,"T1",358012,366026,8014,"Visual",358012,366026,8014,"X","Visual D19 0 12","multi","D19 1","Visual 1","Visual multi D19 358012 366026",9117,0,NA,NA,0,0,NA
1760,"D19_TT_Coded.eaf","D19","Visual",0,13,5,5,TRUE,367965,379732,"Ga0 Tu13 Ta5 {2 3 *5*} Ch5",380545,2,"Director",1,"T1",369635,378418,8783,"Visual",369635,378418,8783,"X","Visual D19 0 13","multi","D19 2","Visual 5","Visual multi D19 369635 378418",10097,0,NA,NA,0,0,NA
1761,"D19_TT_Coded.eaf","D19","Visual",0,14,7,7,TRUE,380545,395041,"Ga0 Tu14 Ta7 {*7* 2 3} Ch7",395612,1,"Director",1,"T1",386610,393610,7000,"Visual",386610,393610,7000,"X","Visual D19 0 14","multi","D19 1","Visual 7","Visual multi D19 386610 393610",8431,0,NA,NA,0,0,NA
1762,"D19_TT_Coded.eaf","D19","Visual",0,15,1,1,TRUE,395612,406115,"Ga0 Tu15 Ta1 {6 4 *1*} Ch1",417440,2,"Director",1,"T1",399012,404012,5000,"Visual",399012,404012,5000,"X","Visual D19 0 15","multi","D19 2","Visual 1","Visual multi D19 399012 404012",7103,0,NA,NA,0,0,NA
